LAST SEEN   TYPE      REASON              OBJECT                         MESSAGE
3m44s       Warning   FailedScheduling    pod/swebench-run-25124-18990   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m12s       Normal    NotTriggerScaleUp   pod/swebench-run-25124-18990   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25125-16102   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m22s       Normal    NotTriggerScaleUp   pod/swebench-run-25125-16102   Pod didn't trigger scale-up:
4m22s       Normal    NotTriggerScaleUp   pod/swebench-run-25126-16306   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25126-16306   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m22s       Normal    NotTriggerScaleUp   pod/swebench-run-25127-11420   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25127-11420   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m22s       Normal    NotTriggerScaleUp   pod/swebench-run-25128-19196   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25128-19196   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m22s       Normal    NotTriggerScaleUp   pod/swebench-run-25129-25834   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25129-25834   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
3m44s       Warning   FailedScheduling    pod/swebench-run-25130-912     0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m12s       Normal    NotTriggerScaleUp   pod/swebench-run-25130-912     Pod didn't trigger scale-up:
4m12s       Normal    NotTriggerScaleUp   pod/swebench-run-25131-14035   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25131-14035   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m22s       Normal    NotTriggerScaleUp   pod/swebench-run-25132-10681   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25132-10681   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m22s       Normal    NotTriggerScaleUp   pod/swebench-run-25133-29210   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25133-29210   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
3m44s       Warning   FailedScheduling    pod/swebench-run-25134-5239    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m12s       Normal    NotTriggerScaleUp   pod/swebench-run-25134-5239    Pod didn't trigger scale-up:
4m12s       Normal    NotTriggerScaleUp   pod/swebench-run-25135-10518   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25135-10518   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
3m44s       Warning   FailedScheduling    pod/swebench-run-25136-10228   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m12s       Normal    NotTriggerScaleUp   pod/swebench-run-25136-10228   Pod didn't trigger scale-up:
4m12s       Normal    NotTriggerScaleUp   pod/swebench-run-25137-17771   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25137-17771   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
3m44s       Warning   FailedScheduling    pod/swebench-run-25138-14252   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m12s       Normal    NotTriggerScaleUp   pod/swebench-run-25138-14252   Pod didn't trigger scale-up:
4m12s       Normal    NotTriggerScaleUp   pod/swebench-run-25139-1975    Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25139-1975    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
3m44s       Warning   FailedScheduling    pod/swebench-run-25140-16464   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m12s       Normal    NotTriggerScaleUp   pod/swebench-run-25140-16464   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25141-8708    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m12s       Normal    NotTriggerScaleUp   pod/swebench-run-25141-8708    Pod didn't trigger scale-up:
4m12s       Normal    NotTriggerScaleUp   pod/swebench-run-25142-25322   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25142-25322   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m12s       Normal    NotTriggerScaleUp   pod/swebench-run-25143-20064   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25143-20064   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m12s       Normal    NotTriggerScaleUp   pod/swebench-run-25144-19042   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25144-19042   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m12s       Normal    NotTriggerScaleUp   pod/swebench-run-25145-17561   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25145-17561   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
3m44s       Warning   FailedScheduling    pod/swebench-run-25146-7774    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m1s        Normal    NotTriggerScaleUp   pod/swebench-run-25146-7774    Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25147-30051   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m12s       Normal    NotTriggerScaleUp   pod/swebench-run-25147-30051   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25148-14068   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m1s        Normal    NotTriggerScaleUp   pod/swebench-run-25148-14068   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25149-15420   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m1s        Normal    NotTriggerScaleUp   pod/swebench-run-25149-15420   Pod didn't trigger scale-up:
4m12s       Normal    NotTriggerScaleUp   pod/swebench-run-25150-16757   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25150-16757   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
3m44s       Warning   FailedScheduling    pod/swebench-run-25151-13477   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m12s       Normal    NotTriggerScaleUp   pod/swebench-run-25151-13477   Pod didn't trigger scale-up:
4m12s       Normal    NotTriggerScaleUp   pod/swebench-run-25152-9801    Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25152-9801    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
3m44s       Warning   FailedScheduling    pod/swebench-run-25153-20439   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m1s        Normal    NotTriggerScaleUp   pod/swebench-run-25153-20439   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25154-16151   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m1s        Normal    NotTriggerScaleUp   pod/swebench-run-25154-16151   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25155-29686   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m12s       Normal    NotTriggerScaleUp   pod/swebench-run-25155-29686   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25156-24254   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m42s       Normal    NotTriggerScaleUp   pod/swebench-run-25156-24254   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25157-15405   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m42s       Normal    NotTriggerScaleUp   pod/swebench-run-25157-15405   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25158-32538   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m42s       Normal    NotTriggerScaleUp   pod/swebench-run-25158-32538   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25159-11781   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m42s       Normal    NotTriggerScaleUp   pod/swebench-run-25159-11781   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25160-4140    0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m42s       Normal    NotTriggerScaleUp   pod/swebench-run-25160-4140    Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25161-12955   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
4m42s       Normal    NotTriggerScaleUp   pod/swebench-run-25161-12955   Pod didn't trigger scale-up:
4m32s       Normal    NotTriggerScaleUp   pod/swebench-run-25162-15855   Pod didn't trigger scale-up:
3m44s       Warning   FailedScheduling    pod/swebench-run-25162-15855   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
3m44s       Warning   FailedScheduling    pod/swebench-run-25163-26312   0/1 nodes are available: 1 Too many pods. no new claims to deallocate, preemption: 0/1 nodes are available: 1 No preemption victims found for incoming pod.
